Participant,Stimulus_Name,Valence,Arousal,IBI RMSSD,IBI SDNN
group_33_v1_4,G_HP,0.394039,0.134991,38.22340975,21.30048253
group_33_v1_4,H_HP,0.445915,0.151532,21.72568085,10.97463933
group_33_v1_4,J_Ne,0.154437,-0.123262,26.90172052,15.01520541
group_33_v1_4,K_Ne,0.110507,-0.141148,50.63078671,28.76396098
group_33_v1_4,M_LN,-0.455054,-0.0782,221.7635614,127.2232703
group_33_v1_4,N_LN,-0.527239,-0.053875,141.7328325,116.2683682
group_33_v1_4,O_LN,-0.386798,-0.122004,44.19417382,33.16303056
group_33_v1_4,P_HP,0.391655,0.149007,41.33986424,30.29799911
group_33_v1_4,Q_HP,0.465076,0.147478,32.96097361,14.32054905
group_33_v1_4,U_Ne,0.247461,-0.107045,18.37737371,8.777239347
group_33_v1_4,V_Ne,0.169095,-0.114763,30.92276585,18.55183183
group_33_v1_4,W_HN,-0.638012,0.040845,32.48921625,22.96874816
group_33_v1_5,A1_LP,0.127549,-0.225799,32.07613362,17.64663873
group_33_v1_5,A2_LP,0.15232,-0.071079,26.44106601,15.65724978
group_33_v1_5,A3_LP,0.108505,0.288075,70.96055517,49.56475602
group_33_v1_5,A4_LP,0.154054,-0.07836,41.54070686,26.53628081
group_33_v1_5,A_HN,-0.209326,0.128014,34.79268025,12.2838296
group_33_v1_5,B_HN,-0.238869,0.236273,37.82770585,22.53603296
group_33_v1_5,C_LN,-0.107187,-0.346293,191.4388597,127.5525473
group_33_v1_5,F_HN,-0.103637,0.38974,112.9980296,67.49565958
group_33_v1_5,G_HP,0.12379,0.371598,63.14768569,47.45017489
group_33_v1_5,H_HP,0.140087,0.417133,70.3125,40.01952648
group_33_v1_5,J_Ne,0.048517,-0.339311,33.47876065,15.19952739
group_33_v1_5,K_Ne,0.034717,-0.388547,36.40514828,18.67544702
group_33_v1_5,M_LN,-0.142958,-0.215266,51.48465444,38.12654208
group_33_v1_5,N_LN,-0.165636,-0.148305,137.0346054,110.7306855
group_33_v1_5,O_LN,-0.121515,-0.335849,106.097251,84.06174133
group_33_v1_5,P_HP,0.123041,0.410181,42.07160006,20.33578924
group_33_v1_5,Q_HP,0.146107,0.405973,50.47987493,23.02700415
group_33_v1_5,U_Ne,0.077741,-0.29467,85.17954097,64.47531578
group_33_v1_5,V_Ne,0.053122,-0.315916,41.8638378,31.21011485
group_33_v1_5,W_HN,-0.200435,0.112437,58.46339667,49.41058844
group_33_v1_6,A1_LP,0.37814,-0.130606,17.46928107,5.75802915
group_33_v1_6,A2_LP,0.45158,-0.041113,44.48913265,24.95611582
group_33_v1_6,A3_LP,0.321682,0.166628,23.0624758,15.86235536
group_33_v1_6,A4_LP,0.45672,-0.045325,29.95357736,17.62580339
group_33_v1_6,A_HN,-0.620583,0.074045,48.8584975,25.51551815
group_33_v1_6,B_HN,-0.708169,0.136665,49.41058844,26.5573933
group_33_v1_6,C_LN,-0.317775,-0.200302,22.46235276,15.05920031
group_33_v1_6,F_HN,-0.307249,0.225433,58.23925503,38.69405318
group_33_v1_6,G_HP,0.366996,0.214939,33.63774512,22.8997102
group_33_v1_6,H_HP,0.415312,0.241278,173.2896329,104.2914856
group_33_v1_6,J_Ne,0.143838,-0.196263,19.02238901,11.61197101
group_33_v1_6,K_Ne,0.102923,-0.224742,37.46743378,14.37957447
group_33_v1_6,M_LN,-0.423824,-0.124514,56.02634106,40.16306745
group_33_v1_6,N_LN,-0.491055,-0.085782,24.59274104,15.39736036
group_33_v1_6,O_LN,-0.360252,-0.194261,32.2117627,16.60143484
group_33_v1_6,P_HP,0.364776,0.237256,80.88861941,56.57458434
group_33_v1_6,Q_HP,0.433158,0.234822,90.67694016,54.40204289
group_33_v1_6,U_Ne,0.230478,-0.170443,31.34750414,19.9027175
group_33_v1_6,V_Ne,0.15749,-0.182732,33.40765524,16.55401448
group_33_v1_6,W_HN,-0.594225,0.065036,16.38763825,11.71585612
group_33_v1_7,A1_LP,0.240659,-0.189402,37.16073748,24.05993163
group_33_v1_7,A2_LP,0.287399,-0.059621,21.88358348,12.40370639
group_33_v1_7,A3_LP,0.204728,0.24164,49.25593833,34.49906588
group_33_v1_7,A4_LP,0.29067,-0.065729,32.2117627,23.64491555
group_33_v1_7,A_HN,-0.394958,0.107379,16.8769289,11.71070969
group_33_v1_7,B_HN,-0.4507,0.198188,41.13804107,29.05862577
group_33_v1_7,C_LN,-0.202242,-0.290473,17.90068631,11.55484333
group_33_v1_7,F_HN,-0.195542,0.326917,38.09567406,27.80489128
group_33_v1_7,G_HP,0.233567,0.311699,24.70529422,14.37957447
group_33_v1_7,H_HP,0.264317,0.349894,19.13663862,11.04854346
group_33_v1_7,J_Ne,0.091543,-0.284616,26.36023101,10.81730769
group_33_v1_7,K_Ne,0.065504,-0.325916,22.26905127,12.31398458
group_33_v1_7,M_LN,-0.269734,-0.180566,32.27486122,19.06563044
group_33_v1_7,N_LN,-0.312522,-0.124399,30.79089845,19.96905158
group_33_v1_7,O_LN,-0.229275,-0.281713,28.92301283,16.94769202
group_33_v1_7,P_HP,0.232154,0.344062,35.66999099,24.58806796
group_33_v1_7,Q_HP,0.275675,0.340533,19.45296812,11.58781014
group_33_v1_7,U_Ne,0.146683,-0.247171,49.75253431,36.45833333
group_33_v1_7,V_Ne,0.100231,-0.264993,45.85108558,25.36742916
group_33_v1_7,W_HN,-0.378183,0.094313,32.15598471,20.44907671
group_33_v1_8,A1_LP,0.210404,-0.181381,39.64410768,21.66120411
group_33_v1_8,A2_LP,0.251268,-0.057097,21.119331,11.92874594
group_33_v1_8,A3_LP,0.17899,0.231406,30.11325349,13.75985269
group_33_v1_8,A4_LP,0.254128,-0.062945,23.78996339,13.05736954
group_33_v1_8,A_HN,-0.345305,0.102831,26.81153683,11.31805973
group_33_v1_8,B_HN,-0.394039,0.189794,29.33591149,13.99724443
group_33_v1_8,C_LN,-0.176817,-0.278172,18.08242382,11.50420096
group_33_v1_8,F_HN,-0.170959,0.313072,25.67449488,15.70293066
group_33_v1_8,G_HP,0.204204,0.298498,28.47622951,14.42282141
group_33_v1_8,H_HP,0.231088,0.335077,27.36910351,18.02354764
group_33_v1_8,J_Ne,0.080034,-0.272563,19.66102718,11.93379087
group_33_v1_8,K_Ne,0.057269,-0.312113,10.57817501,5.368627117
group_33_v1_8,M_LN,-0.235824,-0.17292,33.40765524,25.81480693
group_33_v1_8,N_LN,-0.273233,-0.119131,19.2589187,12.04924138
group_33_v1_8,O_LN,-0.200452,-0.269782,32.04413747,22.33474794
group_33_v1_8,P_HP,0.202968,0.329492,19.56672914,10.77112989
group_33_v1_8,Q_HP,0.241018,0.326112,22.77715584,14.48476267
group_33_v1_8,U_Ne,0.128242,-0.236704,29.91959712,11.11653513
group_33_v1_8,V_Ne,0.08763,-0.25377,18.04219591,11.5160583
group_33_v1_8,W_HN,-0.330639,0.090319,25.4656344,15.09728988
group_33_v1_9,A1_LP,0.201852,-0.290119,35.51609817,24.15004817
group_33_v1_9,A2_LP,0.241055,-0.091326,124.483525,69.46614244
group_33_v1_9,A3_LP,0.171715,0.370134,56.22829442,22.4260939
group_33_v1_9,A4_LP,0.243799,-0.100681,47.01945335,27.42286285
group_33_v1_9,A_HN,-0.331269,0.164479,69.50177445,53.26830162
group_33_v1_9,B_HN,-0.378023,0.303576,75.16722429,34.14521996
group_33_v1_9,C_LN,-0.16963,-0.444936,24.89460959,14.22134563
group_33_v1_9,F_HN,-0.16401,0.500759,33.14563037,21.30607835
group_33_v1_9,G_HP,0.195904,0.477448,61.12861768,43.90336325
group_33_v1_9,H_HP,0.221695,0.535955,83.04801416,47.15897058
group_33_v1_9,J_Ne,0.076781,-0.435964,80.05430286,41.66158009
group_33_v1_9,K_Ne,0.054941,-0.499225,34.71950944,10.1487352
group_33_v1_9,M_LN,-0.226239,-0.276585,81.73478625,47.15395646
group_33_v1_9,N_LN,-0.262127,-0.19055,76.61297231,54.95038502
group_33_v1_9,O_LN,-0.192304,-0.431517,45.31442422,23.89148954
group_33_v1_9,P_HP,0.194718,0.527022,74.05703717,44.55907316
group_33_v1_9,Q_HP,0.231221,0.521616,33.71616504,14.84246499
group_33_v1_9,U_Ne,0.12303,-0.378608,33.45112651,19.8706999
group_33_v1_9,V_Ne,0.084069,-0.405906,59.78250148,33.55234043
group_33_v1_9,W_HN,-0.317199,0.144465,51.82226235,35.4922218
GRP01,A1_LP,0.135733,-0.295718,46.875,24.14431658
GRP01,A2_LP,0.162094,-0.093089,55.08465482,32.26971494
GRP01,A3_LP,0.115467,0.377278,51.22998847,29.80604985
GRP01,A4_LP,0.163939,-0.102624,87.97305163,50.72713463
GRP01,A_HN,-0.222758,0.167653,51.05950551,30.03041082
GRP01,B_HN,-0.254197,0.309435,33.48911758,22.92323163
GRP01,C_LN,-0.114065,-0.453523,52.67186425,42.40003283
GRP01,F_HN,-0.110287,0.510424,11.49968863,7.011933343
GRP01,G_HP,0.131733,0.486663,34.71950944,15.1288412
GRP01,H_HP,0.149076,0.546299,44.05585056,12.69381001
GRP01,J_Ne,0.05163,-0.444379,36.22507225,23.76079113
GRP01,K_Ne,0.036944,-0.508861,124.1601249,105.9503954
GRP01,M_LN,-0.152131,-0.281923,59.29270613,43.18835925
GRP01,N_LN,-0.176264,-0.194228,36.41603336,19.83556824
GRP01,O_LN,-0.129312,-0.439845,128.9306182,109.5312928
GRP01,P_HP,0.130936,0.537194,28.62891817,14.72199326
GRP01,Q_HP,0.155482,0.531683,52.98695299,24.70529422
GRP01,U_Ne,0.08273,-0.385915,40.72004107,20.54652843
GRP01,V_Ne,0.056531,-0.41374,49.93718152,22.37716256
GRP01,W_HN,-0.213297,0.147253,36.7132088,25.20632901
GRP02,A1_LP,0.23974,-0.165036,73.21831208,57.30646116
GRP02,A2_LP,0.286301,-0.051951,79.3843806,55.62121432
GRP02,A3_LP,0.203946,0.210554,35.15625,19.43334838
GRP02,A4_LP,0.289559,-0.057273,59.60072226,42.10060495
GRP02,A_HN,-0.393448,0.093565,38.7487399,24.90215227
GRP02,B_HN,-0.448978,0.172692,23.4375,12.95556559
GRP02,C_LN,-0.201469,-0.253105,46.21937331,24.70529422
GRP02,F_HN,-0.194795,0.28486,32.40068961,20.61079056
GRP02,G_HP,0.232675,0.2716,23.21947201,15.89395262
GRP02,H_HP,0.263307,0.304882,7.8125,5.823093691
GRP02,J_Ne,0.091193,-0.248002,44.74319082,24.40703024
GRP02,K_Ne,0.065253,-0.283988,8.734640537,6.477782794
GRP02,M_LN,-0.268703,-0.157337,37.67051079,29.99741155
GRP02,N_LN,-0.311328,-0.108396,42.16217411,32.90015728
GRP02,O_LN,-0.228399,-0.245472,25.9951221,17.15449347
GRP02,P_HP,0.231267,0.2998,25.61499424,13.9481024
GRP02,Q_HP,0.274621,0.296725,26.68476762,12.75775908
GRP02,U_Ne,0.146122,-0.215374,44.62367054,37.35271777
GRP02,V_Ne,0.099848,-0.230902,25.31539335,12.2838296
GRP02,W_HN,-0.376738,0.08218,53.64113768,26.07884251
GRP03,A1_LP,0.267236,-0.169425,71.98530937,41.81694903
GRP03,A2_LP,0.319137,-0.053333,69.54880396,26.13103156
GRP03,A3_LP,0.227336,0.216153,56.87585851,21.98405759
GRP03,A4_LP,0.322769,-0.058796,37.46743378,17.35975472
GRP03,A_HN,-0.438574,0.096053,111.8579771,69.86268538
GRP03,B_HN,-0.500471,0.177284,29.57764763,18.04219591
GRP03,C_LN,-0.224576,-0.259836,82.58124156,48.73619819
GRP03,F_HN,-0.217136,0.292436,44.79431618,20.08492559
GRP03,G_HP,0.25936,0.278823,91.72065763,70.56522867
GRP03,H_HP,0.293506,0.31299,70.79311052,44.95488672
GRP03,J_Ne,0.101652,-0.254597,72.77343992,47.31975886
GRP03,K_Ne,0.072737,-0.29154,62.77839781,39.11030238
GRP03,M_LN,-0.299521,-0.161521,81.41509669,35.14756837
GRP03,N_LN,-0.347035,-0.111278,64.13867422,42.04257515
GRP03,O_LN,-0.254595,-0.251999,57.05443307,35.99029938
GRP03,P_HP,0.257791,0.307773,81.90432551,56.8625537
GRP03,Q_HP,0.306118,0.304616,149.4959522,117.4837113
GRP03,U_Ne,0.162881,-0.221101,28.28849086,14.47337847
GRP03,V_Ne,0.1113,-0.237043,74.75364633,38.23388116
GRP03,W_HN,-0.419946,0.084366,53.05466798,26.51140644
GRP04,A1_LP,0.276432,-0.168366,57.48580473,39.99212694
GRP04,A2_LP,0.330119,-0.052999,39.19249204,17.32309205
GRP04,A3_LP,0.235159,0.214802,55.02130269,22.96396634
GRP04,A4_LP,0.333876,-0.058429,52.60158822,32.10632293
GRP04,A_HN,-0.453666,0.095452,176.3734238,121.7569763
GRP04,B_HN,-0.517693,0.176175,44.58701865,31.80314029
GRP04,C_LN,-0.232304,-0.258211,68.79679451,46.79961224
GRP04,F_HN,-0.224608,0.290607,78.8249891,50
GRP04,G_HP,0.268285,0.277079,114.5870324,97.88547317
GRP04,H_HP,0.303606,0.311033,30.00447558,22.77715584
GRP04,J_Ne,0.10515,-0.253005,51.11071011,32.96097361
GRP04,K_Ne,0.07524,-0.289717,66.52104049,3.90625
GRP04,M_LN,-0.309828,-0.160512,81.51811232,59.55430113
GRP04,N_LN,-0.358977,-0.110583,38.35293034,28.39497163
GRP04,O_LN,-0.263356,-0.250424,90.007776,67.18548124
GRP04,P_HP,0.266662,0.305849,165.6821098,132.3953698
GRP04,Q_HP,0.316652,0.302711,136.662935,32.2117627
GRP04,U_Ne,0.168486,-0.219719,49.77978851,26.4242727
GRP04,V_Ne,0.11513,-0.235561,33.27690071,14.11731098
GRP04,W_HN,-0.434397,0.083838,129.7909979,88.25127595
GRP05,A1_LP,0.025197,-0.245171,31.73452502,16.10588135
GRP05,A2_LP,0.030091,-0.077177,49.32227633,26.97108476
GRP05,A3_LP,0.021435,0.31279,49.67458278,27.61008231
GRP05,A4_LP,0.030433,-0.085082,45.99875451,19.48779889
GRP05,A_HN,-0.041352,0.138996,58.63713671,41.25775916
GRP05,B_HN,-0.047188,0.256543,56.74155877,28.90361052
GRP05,C_LN,-0.021175,-0.376002,44.69355887,27.13774599
GRP05,F_HN,-0.020473,0.423176,31.25,18.21753721
GRP05,G_HP,0.024455,0.403477,60.23454951,36.72603438
GRP05,H_HP,0.027674,0.45292,42.79082481,9.743899445
GRP05,J_Ne,0.009585,-0.36842,47.39297153,34.19698223
GRP05,K_Ne,0.006858,-0.42188,45.44252179,20.87398378
GRP05,M_LN,-0.028241,-0.233734,54.29546986,43.84058702
GRP05,N_LN,-0.032721,-0.161028,57.85119763,37.24049387
GRP05,O_LN,-0.024005,-0.364662,34.10657227,18.74639527
GRP05,P_HP,0.024307,0.44537,44.29271168,20.87978452
GRP05,Q_HP,0.028863,0.440802,43.91709163,22.85740443
GRP05,U_Ne,0.015358,-0.31995,53.90058847,35.42432515
GRP05,V_Ne,0.010494,-0.343019,48.86717189,34.92491161
GRP05,W_HN,-0.039596,0.122083,35.20629451,20.1837207
GRP06,A1_LP,0.059222,-0.21233,106.4254722,79.89075968
GRP06,A2_LP,0.070724,-0.066839,229.9052964,158.3624562
GRP06,A3_LP,0.05038,0.270891,89.8720517,48.71949722
GRP06,A4_LP,0.071529,-0.073686,78.38498408,6.378879538
GRP06,A_HN,-0.097192,0.120377,115.2972551,54.57577874
GRP06,B_HN,-0.11091,0.222179,96.42452386,71.12760564
GRP06,C_LN,-0.049768,-0.325636,72.4501445,40.20956146
GRP06,F_HN,-0.04812,0.366492,36.64387312,19.13663862
GRP06,G_HP,0.057477,0.349431,31.93992862,21.69890859
GRP06,H_HP,0.065044,0.392251,85.8867545,65.28779376
GRP06,J_Ne,0.022527,-0.31907,63.09396583,36.84893277
GRP06,K_Ne,0.016119,-0.365369,149.3938491,101.7626233
GRP06,M_LN,-0.066377,-0.202425,128.0912164,78.05394496
GRP06,N_LN,-0.076906,-0.139458,91.63347444,46.01680386
GRP06,O_LN,-0.056421,-0.315815,111.7442424,72.20107853
GRP06,P_HP,0.057129,0.385713,89.41814955,40.56485933
GRP06,Q_HP,0.067839,0.381756,266.084162,171.875
GRP06,U_Ne,0.036096,-0.277093,114.9968863,79.24543778
GRP06,V_Ne,0.024665,-0.297071,72.76537504,33.77268841
GRP06,W_HN,-0.093064,0.10573,118.4456273,83.80202751
GRP07,A1_LP,0.163689,-0.285806,44.27083333,23.80435625
GRP07,A2_LP,0.19548,-0.089968,26.5573933,16.47019615
GRP07,A3_LP,0.139249,0.364632,63.0469234,38.65756917
GRP07,A4_LP,0.197705,-0.099184,52.84277054,30.75784326
GRP07,A_HN,-0.268638,0.162033,39.57990665,23.13005659
GRP07,B_HN,-0.306552,0.299063,26.5573933,16.47019615
GRP07,C_LN,-0.137558,-0.438321,76.1217784,58.80293065
GRP07,F_HN,-0.133002,0.493314,77.33980419,47.84553396
GRP07,G_HP,0.158865,0.47035,48.98113047,32.48529267
GRP07,H_HP,0.17978,0.527987,103.8406356,75.60559579
GRP07,J_Ne,0.062264,-0.429483,30.79089845,17.22691188
GRP07,K_Ne,0.044553,-0.491803,25.79308441,12.32791706
GRP07,M_LN,-0.183465,-0.272473,29.91959712,17.92151097
GRP07,N_LN,-0.212568,-0.187717,87.21192276,55.45803844
GRP07,O_LN,-0.155946,-0.425101,30.97535563,17.85357107
GRP07,P_HP,0.157904,0.519186,79.1437484,49.78553553
GRP07,Q_HP,0.187505,0.513861,79.54439765,52.34310219
GRP07,U_Ne,0.099769,-0.372979,30.5087878,16.91455867
GRP07,V_Ne,0.068174,-0.399871,73.7489701,44.21122076
GRP07,W_HN,-0.257228,0.142317,41.68293953,22.79798815
GRP08,A1_LP,0.311744,-0.14173,172.5542921,81.03311397
GRP08,A2_LP,0.37229,-0.044615,203.3127137,140.9907353
GRP08,A3_LP,0.2652,0.180819,128.3724744,99.81129113
GRP08,A4_LP,0.376527,-0.049185,247.4026863,139.3472525
GRP08,A_HN,-0.511619,0.080352,87.43370815,35.1019546
GRP08,B_HN,-0.583826,0.148304,219.3421116,103.5524699
GRP08,C_LN,-0.261979,-0.217362,210.2935128,114.7673186
GRP08,F_HN,-0.253301,0.244633,175.6799477,93.9667633
GRP08,G_HP,0.302558,0.233245,190.5215981,74.80176821
GRP08,H_HP,0.34239,0.261827,152.4138461,84.92298901
GRP08,J_Ne,0.118582,-0.212979,141.3825084,72.97477224
GRP08,K_Ne,0.084852,-0.243883,147.1987788,104.0037789
GRP08,M_LN,-0.349407,-0.135118,45.26629418,18.54157112
GRP08,N_LN,-0.404834,-0.093088,194.4076261,131.4523903
GRP08,O_LN,-0.296998,-0.210806,86.64481646,54.70981688
GRP08,P_HP,0.300727,0.257463,183.4135862,151.8532881
GRP08,Q_HP,0.357103,0.254822,71.88632157,24.15004817
GRP08,U_Ne,0.19001,-0.184959,98.04609686,64.06726354
GRP08,V_Ne,0.129837,-0.198295,212.8816655,125.6088687
GRP08,W_HN,-0.489889,0.070575,271.0085571,61.71136315
GRP09,A1_LP,0.446834,-0.138854,37.87249889,21.3954124
GRP09,A2_LP,0.533615,-0.04371,47.26401082,34.0180329
GRP09,A3_LP,0.38012,0.177151,32.2117627,17.026949
GRP09,A4_LP,0.539689,-0.048187,128.6890531,63.41560241
GRP09,A_HN,-0.73332,0.078721,66.02767615,38.59735818
GRP09,B_HN,-0.836817,0.145295,57.07671561,42.5113259
GRP09,C_LN,-0.375504,-0.212952,25.55535505,16.4804868
GRP09,F_HN,-0.363064,0.239669,81.4579242,53.54817204
GRP09,G_HP,0.433666,0.228513,50.58440027,34.85576923
GRP09,H_HP,0.490759,0.256515,75.39163698,50.84693768
GRP09,J_Ne,0.169968,-0.208658,92.57070777,56.35840249
GRP09,K_Ne,0.121621,-0.238935,56.60694041,29.72060471
GRP09,M_LN,-0.500817,-0.132377,40.49458233,25.10827249
GRP09,N_LN,-0.580262,-0.0912,42.19232226,28.34836075
GRP09,O_LN,-0.425697,-0.206529,31.19250225,20.58290044
GRP09,P_HP,0.431042,0.252239,75.39886497,50.7045388
GRP09,Q_HP,0.511847,0.249652,62.62195134,39.20871074
GRP09,U_Ne,0.272347,-0.181206,65.16366329,41.52025723
GRP09,V_Ne,0.1861,-0.194271,24.88113483,16.09621105
GRP09,W_HN,-0.702174,0.069143,37.46743378,25.00597824
GRP10,A1_LP,0.101708,-0.181684,96.00160725,62.44572296
GRP10,A2_LP,0.121461,-0.057192,131.3602322,85.9592389
GRP10,A3_LP,0.086522,0.231793,131.5260702,87.48177653
GRP10,A4_LP,0.122843,-0.06305,78.01331302,43.54109197
GRP10,A_HN,-0.166918,0.103003,83.55175639,46.61999321
GRP10,B_HN,-0.190475,0.190111,96.0333906,76.08669115
GRP10,C_LN,-0.085472,-0.278636,122.4000954,62.62123043
GRP10,F_HN,-0.08264,0.313595,94.43919847,54.46908112
GRP10,G_HP,0.09871,0.298997,107.2856617,83.74683785
GRP10,H_HP,0.111706,0.335636,40.81984524,25.30333553
GRP10,J_Ne,0.038688,-0.273018,104.4754538,59.41267993
GRP10,K_Ne,0.027683,-0.312634,92.38370716,55.01205775
GRP10,M_LN,-0.113995,-0.173208,77.49142128,43.24418346
GRP10,N_LN,-0.132079,-0.11933,65.95560663,30.95808909
GRP10,O_LN,-0.096897,-0.270233,74.03348588,46.24577683
GRP10,P_HP,0.098113,0.330041,91.33165582,66.59745757
GRP10,Q_HP,0.116506,0.326656,83.70684522,47.75220872
GRP10,U_Ne,0.061991,-0.237099,71.49611413,43.62950762
GRP10,V_Ne,0.04236,-0.254194,71.98059876,41.19378652
GRP10,W_HN,-0.159828,0.09047,166.5364074,137.6419722
GRP11,A1_LP,0.17123,-0.233291,27.47028353,17.33885741
GRP11,A2_LP,0.204485,-0.073437,32.02172114,17.88362991
GRP11,A3_LP,0.145664,0.297633,53.04451624,35.01708567
GRP11,A4_LP,0.206812,-0.08096,19.42442377,11.53982728
GRP11,A_HN,-0.281013,0.132261,18.97649656,11.82245777
GRP11,B_HN,-0.320674,0.244112,44.13659181,31.80789974
GRP11,C_LN,-0.143895,-0.357782,37.54879638,28.69432449
GRP11,F_HN,-0.139129,0.402671,18.32193656,11.87711867
GRP11,G_HP,0.166183,0.383926,19.62866332,13.59317471
GRP11,H_HP,0.188062,0.430973,31.49319433,19.89409061
GRP11,J_Ne,0.065133,-0.350568,15.1288412,8.228661888
GRP11,K_Ne,0.046606,-0.401437,41.82911043,20.50522884
GRP11,M_LN,-0.191916,-0.222408,36.78241378,23.60169466
GRP11,N_LN,-0.22236,-0.153225,36.54576351,23.9852727
GRP11,O_LN,-0.16313,-0.346992,26.71407545,14.80611177
GRP11,P_HP,0.165178,0.423789,42.01110887,23.9650551
GRP11,Q_HP,0.196143,0.419442,21.47450847,12.63907967
GRP11,U_Ne,0.104365,-0.304446,21.97117656,12.94095679
GRP11,V_Ne,0.071315,-0.326397,28.16836934,17.74658858
GRP11,W_HN,-0.269078,0.116167,27.06329387,16.45732378
ITA01,A1_LP,0.146768,-0.243582,26.30079411,16.05316147
ITA01,A2_LP,0.175273,-0.076677,23.4375,12.95556559
ITA01,A3_LP,0.124855,0.310762,88.96193152,54.50117067
ITA01,A4_LP,0.177268,-0.084531,44.02120183,32.85664813
ITA01,A_HN,-0.240868,0.138095,74.83298461,30.4462056
ITA01,B_HN,-0.274863,0.25488,35.94316079,19.87543948
ITA01,C_LN,-0.123339,-0.373565,22.99937726,9.743899445
ITA01,F_HN,-0.119253,0.420434,40.96909563,21.03580003
ITA01,G_HP,0.142443,0.400862,34.23265984,19.51561874
ITA01,H_HP,0.161196,0.449984,52.04262732,39.24517832
ITA01,J_Ne,0.055828,-0.366032,23.86758174,15.40645777
ITA01,K_Ne,0.039948,-0.419146,56.60694041,39.68685066
ITA01,M_LN,-0.1645,-0.232219,16.72556325,9.63453684
ITA01,N_LN,-0.190594,-0.159984,37.28599235,21.61440902
ITA01,O_LN,-0.139826,-0.362298,19.13663862,11.04854346
ITA01,P_HP,0.141581,0.442484,99.4368911,61.51568652
ITA01,Q_HP,0.168123,0.437945,26.83681881,17.539019
ITA01,U_Ne,0.089456,-0.317876,31.89439769,24.15004817
ITA01,V_Ne,0.061127,-0.340796,17.6862991,9.911026919
ITA01,W_HN,-0.230638,0.121292,19.708007,13.66149436
ITA02,A1_LP,0.19422,-0.202644,42.07160006,20.99546289
ITA02,A2_LP,0.23194,-0.06379,7.8125,0
ITA02,A3_LP,0.165222,0.258534,0,0
ITA02,A4_LP,0.23458,-0.070324,0,0
ITA02,A_HN,-0.318743,0.114886,37.97309003,20.08492559
ITA02,B_HN,-0.363729,0.212044,0,0
ITA02,C_LN,-0.163215,-0.310782,38.71919453,26.9175419
ITA02,F_HN,-0.157809,0.349774,0,0
ITA02,G_HP,0.188496,0.333491,27.54232741,18.84145426
ITA02,H_HP,0.213312,0.374358,24.60214014,15.77349146
ITA02,J_Ne,0.073878,-0.304515,42.83537539,25.15951763
ITA02,K_Ne,0.052863,-0.348702,38.95073296,23.25074404
ITA02,M_LN,-0.217684,-0.193191,0,0
ITA02,N_LN,-0.252215,-0.133097,39.29160754,24.97734971
ITA02,O_LN,-0.185032,-0.301409,0,0
ITA02,P_HP,0.187356,0.368118,0,0
ITA02,Q_HP,0.222478,0.364342,0,0
ITA02,U_Ne,0.118378,-0.264452,0,0
ITA02,V_Ne,0.08089,-0.28352,0,0
ITA02,W_HN,-0.305205,0.100907,0,0
ITA03,A1_LP,0.03191,-0.217778,21.89890276,10.93522207
ITA03,A2_LP,0.038108,-0.068554,14.35247896,9.518353852
ITA03,A3_LP,0.027146,0.277842,53.65468171,42.6519254
ITA03,A4_LP,0.038541,-0.075576,47.52158227,33.3496054
ITA03,A_HN,-0.052369,0.123466,19.91804497,12.35264711
ITA03,B_HN,-0.05976,0.22788,17.24953294,13.49636227
ITA03,C_LN,-0.026816,-0.333992,28.32271772,17.43359303
ITA03,F_HN,-0.025928,0.375896,19.31301689,10.04846953
ITA03,G_HP,0.03097,0.358397,20.54652843,12.5399481
ITA03,H_HP,0.035047,0.402316,13.85008219,10.58798324
ITA03,J_Ne,0.012138,-0.327257,14.32829617,7.715042963
ITA03,K_Ne,0.008685,-0.374744,14.87455685,7.751224544
ITA03,M_LN,-0.035765,-0.207619,21.69890859,12.32741185
ITA03,N_LN,-0.041439,-0.143037,13.35703772,5.82653829
ITA03,O_LN,-0.030401,-0.323919,23.14633963,15.30832647
ITA03,P_HP,0.030782,0.39561,29.52847445,16.4028331
ITA03,Q_HP,0.036553,0.391552,39.0625,0
ITA03,U_Ne,0.019449,-0.284203,22.26905127,12.31398458
ITA03,V_Ne,0.01329,-0.304694,16.44075878,7.732369677
ITA03,W_HN,-0.050145,0.108443,14.53532046,8.994368718
ITA04,A1_LP,0.278179,-0.169803,87.90364487,56.68236609
ITA04,A2_LP,0.332205,-0.053452,42.27834135,24.29859493
ITA04,A3_LP,0.236646,0.216636,67.58301704,33.67843009
ITA04,A4_LP,0.335987,-0.058927,27.8962048,17.79381558
ITA04,A_HN,-0.456533,0.096268,93.75,66.17607166
ITA04,B_HN,-0.520965,0.17768,40.09063625,23.99353292
ITA04,C_LN,-0.233772,-0.260416,68.82780781,50.95076537
ITA04,F_HN,-0.226028,0.293089,52.57395408,21.46806257
ITA04,G_HP,0.269981,0.279445,38.59090324,17.539019
ITA04,H_HP,0.305525,0.313689,48.58009923,24.97828918
ITA04,J_Ne,0.105814,-0.255165,47.30703678,28.49748519
ITA04,K_Ne,0.075716,-0.292191,60.17822921,43.42013542
ITA04,M_LN,-0.311787,-0.161882,61.54875058,47.56437524
ITA04,N_LN,-0.361245,-0.111527,58.69493578,35.32463533
ITA04,O_LN,-0.26502,-0.252562,91.70481231,60.81565281
ITA04,P_HP,0.268348,0.30846,81.27336737,67.58580437
