Participant,Stimulus_Name,Valence,Arousal,ibi mean normalize,ibi min normalize,ibi max normalize,ibi skew normalize,ibi kurtosis normalize,ibi std normalize
group_33_v1_6,Q_HP,0.433158,0.234822,0.02336113,-0.1364409,0.24736316,0.62929922,0.08224072,0.07647143
group_33_v1_6,U_Ne,0.230478,-0.170443,-0.0171343,-0.0724736,0.0874448,1.25974319,0.96593434,0.03730837
group_33_v1_6,V_Ne,0.15749,-0.182732,0.06793789,0.00791951,0.15141214,0.45485409,-0.3851905,0.02951541
group_33_v1_6,W_HN,-0.594225,0.065036,0.07760942,0.00215501,0.15141214,0.03187694,-0.6063464,0.03297728
group_33_v1_7,A1_LP,0.240659,-0.189402,-0.0553578,-0.1315416,0.01320146,-0.1222113,-0.935563,0.03366148
group_33_v1_7,A2_LP,0.287399,-0.059621,-0.0399851,-0.140588,0.0222479,-0.5066363,-0.3014687,0.03467323
group_33_v1_7,A3_LP,0.204728,0.24164,0.02190009,-0.0682165,0.12175876,-0.0594544,-0.6296828,0.04629953
group_33_v1_7,A4_LP,0.29067,-0.065729,-0.0687682,-0.1767738,0.0222479,0.01902087,-0.2298337,0.03930534
group_33_v1_7,A_HN,-0.394958,0.107379,-0.0527861,-0.1134487,-0.0048914,-0.1463821,-0.6197982,0.02498672
group_33_v1_7,B_HN,-0.4507,0.198188,-0.0800071,-0.1948667,0.05843367,0.5393385,0.528269,0.04706564
group_33_v1_7,C_LN,-0.202242,-0.290473,-0.0726885,-0.1496345,0.01320146,0.41106498,-0.4419503,0.03687732
group_33_v1_7,F_HN,-0.195542,0.326917,-0.0216847,-0.1044023,0.06748011,-0.2632044,-0.1172141,0.03152244
group_33_v1_7,G_HP,0.233567,0.311699,-0.0149981,-0.0953558,0.07652655,0.29551108,0.37778695,0.02957388
group_33_v1_7,H_HP,0.264317,0.349894,-0.049936,-0.1496345,0.01320146,-0.6991953,0.41818425,0.03108039
group_33_v1_7,J_Ne,0.091543,-0.284616,-0.0749832,-0.1496345,-0.0139379,0.0277809,-0.6520231,0.02878359
group_33_v1_7,K_Ne,0.065504,-0.325916,-0.124123,-0.2129596,-0.0682165,-0.7628717,-0.4125488,0.0343147
group_33_v1_7,M_LN,-0.269734,-0.180566,-0.0348067,-0.1504522,0.04938722,-0.3353072,-0.277981,0.04178485
group_33_v1_7,N_LN,-0.312522,-0.124399,-0.0701043,-0.1767738,-0.0048914,-0.5427842,-0.0401531,0.03852089
group_33_v1_7,O_LN,-0.229275,-0.281713,-0.0458744,-0.1315416,0.0222479,-0.1268366,-0.7789342,0.03184133
group_33_v1_7,P_HP,0.232154,0.344062,-0.1111109,-0.2129596,-0.0048914,-0.1300955,-0.2091685,0.04315507
group_33_v1_7,Q_HP,0.275675,0.340533,-0.1490025,-0.222006,-0.0953558,-0.57878,-0.3215898,0.03191082
group_33_v1_7,U_Ne,0.146683,-0.247171,-0.0693675,-0.2310525,0.0222479,-0.8073107,-0.1828898,0.06848473
group_33_v1_7,V_Ne,0.100231,-0.264993,-0.097593,-0.222006,0.0222479,-0.2412491,-1.2500957,0.06986005
group_33_v1_7,W_HN,-0.378183,0.094313,-0.1083259,-0.1858203,-0.0048914,0.12920686,0.59368697,0.03286386
group_33_v1_8,A1_LP,0.210404,-0.181381,-0.0553578,-0.1315416,0.01320146,-0.1222113,-0.935563,0.03366148
group_33_v1_8,A2_LP,0.251268,-0.057097,-0.0399851,-0.140588,0.0222479,-0.5066363,-0.3014687,0.03467323
group_33_v1_8,A3_LP,0.17899,0.231406,0.02190009,-0.0682165,0.12175876,-0.0594544,-0.6296828,0.04629953
group_33_v1_8,A4_LP,0.254128,-0.062945,-0.0687682,-0.1767738,0.0222479,0.01902087,-0.2298337,0.03930534
group_33_v1_8,A_HN,-0.345305,0.102831,-0.0527861,-0.1134487,-0.0048914,-0.1463821,-0.6197982,0.02498672
group_33_v1_8,B_HN,-0.394039,0.189794,-0.0800071,-0.1948667,0.05843367,0.5393385,0.528269,0.04706564
group_33_v1_8,C_LN,-0.176817,-0.278172,-0.0726885,-0.1496345,0.01320146,0.41106498,-0.4419503,0.03687732
group_33_v1_8,F_HN,-0.170959,0.313072,-0.0216847,-0.1044023,0.06748011,-0.2632044,-0.1172141,0.03152244
group_33_v1_8,G_HP,0.204204,0.298498,-0.0149981,-0.0953558,0.07652655,0.29551108,0.37778695,0.02957388
group_33_v1_8,H_HP,0.231088,0.335077,-0.049936,-0.1496345,0.01320146,-0.6991953,0.41818425,0.03108039
group_33_v1_8,J_Ne,0.080034,-0.272563,-0.0749832,-0.1496345,-0.0139379,0.0277809,-0.6520231,0.02878359
group_33_v1_8,K_Ne,0.057269,-0.312113,-0.124123,-0.2129596,-0.0682165,-0.7628717,-0.4125488,0.0343147
group_33_v1_8,M_LN,-0.235824,-0.17292,-0.0348067,-0.1504522,0.04938722,-0.3353072,-0.277981,0.04178485
group_33_v1_8,N_LN,-0.273233,-0.119131,-0.0701043,-0.1767738,-0.0048914,-0.5427842,-0.0401531,0.03852089
group_33_v1_8,O_LN,-0.200452,-0.269782,-0.0458744,-0.1315416,0.0222479,-0.1268366,-0.7789342,0.03184133
group_33_v1_8,P_HP,0.202968,0.329492,-0.1111109,-0.2129596,-0.0048914,-0.1300955,-0.2091685,0.04315507
group_33_v1_8,Q_HP,0.241018,0.326112,-0.1490025,-0.222006,-0.0953558,-0.57878,-0.3215898,0.03191082
group_33_v1_8,U_Ne,0.128242,-0.236704,-0.0693675,-0.2310525,0.0222479,-0.8073107,-0.1828898,0.06848473
group_33_v1_8,V_Ne,0.08763,-0.25377,-0.097593,-0.222006,0.0222479,-0.2412491,-1.2500957,0.06986005
group_33_v1_8,W_HN,-0.330639,0.090319,-0.1083259,-0.1858203,-0.0048914,0.12920686,0.59368697,0.03286386
group_33_v1_9,A1_LP,0.201852,-0.290119,0.05917877,-0.121365,0.19103435,-0.6664835,0.16034752,0.05872475
group_33_v1_9,A2_LP,0.241055,-0.091326,0.04655468,-0.1714544,0.26353209,-0.2250861,-0.8189623,0.10344237
group_33_v1_9,A3_LP,0.171715,0.370134,0.04325635,-0.1093134,0.21174799,-0.0207316,-0.7430992,0.07274694
group_33_v1_9,A4_LP,0.243799,-0.100681,0.00618328,-0.0989566,0.14960707,0.30897027,-0.2005658,0.05394264
group_33_v1_9,A_HN,-0.331269,0.164479,-0.0325724,-0.2646657,0.13925025,-0.3524446,-1.0978749,0.1078697
group_33_v1_9,B_HN,-0.378023,0.303576,0.07224273,-0.078243,0.21174799,0.1911981,-0.68834,0.06566205
group_33_v1_9,C_LN,-0.16963,-0.444936,-0.0196102,-0.1300271,0.11532745,-0.3903634,-0.6175522,0.05125048
group_33_v1_9,F_HN,-0.16401,0.500759,0.02666537,-0.0678862,0.10817979,0.09414079,-0.5938142,0.03742614
group_33_v1_9,G_HP,0.195904,0.477448,0.0134009,-0.1818112,0.29460256,0.59876583,0.9133909,0.08602763
group_33_v1_9,H_HP,0.221695,0.535955,0.03831065,-0.1610975,0.19103435,-0.9039086,-0.2111582,0.08956596
group_33_v1_9,J_Ne,0.076781,-0.435964,0.02582332,-0.192168,0.25317527,-0.1231012,0.19647573,0.08825495
group_33_v1_9,K_Ne,0.054941,-0.499225,0.02748204,-0.1818112,0.13925025,-0.9719007,0.7179811,0.07680359
group_33_v1_9,M_LN,-0.226239,-0.276585,0.03119357,-0.2025248,0.21174799,-0.5360639,-0.621477,0.10433613
group_33_v1_9,N_LN,-0.262127,-0.19055,-0.0071415,-0.2232385,0.17032071,-0.4193791,-0.9401905,0.09644158
group_33_v1_9,O_LN,-0.192304,-0.431517,0.03639063,-0.1403839,0.19103435,-0.4844719,0.1085539,0.06989922
group_33_v1_9,P_HP,0.194718,0.527022,0.00309066,-0.1818112,0.20139117,0.22850718,-0.6309641,0.08829086
group_33_v1_9,Q_HP,0.231221,0.521616,-0.0245359,-0.1714544,0.12889343,0.105575,-1.1019377,0.08257607
group_33_v1_9,U_Ne,0.12303,-0.378608,-0.0649784,-0.1610975,0.04603886,0.12583546,-0.5776339,0.04940628
group_33_v1_9,V_Ne,0.084069,-0.405906,-0.0287136,-0.1403839,0.14960707,0.45424521,-0.7253646,0.06864578
group_33_v1_9,W_HN,-0.317199,0.144465,0.01734073,-0.1714544,0.18067753,-0.3474019,0.82161679,0.06386723
GRP01,A1_LP,0.135733,-0.295718,-0.1103777,-0.2325802,-0.0104324,-0.5788854,-0.0909821,0.05170822
GRP01,A2_LP,0.162094,-0.093089,-0.0949633,-0.1719945,0.00976284,0.29256597,0.10536114,0.04043009
GRP01,A3_LP,0.115467,0.377278,-0.0621359,-0.212385,0.08044623,-0.1431682,-0.427017,0.07191443
GRP01,A4_LP,0.163939,-0.102624,-0.0743586,-0.2022874,0.08044623,0.5248379,-0.7977761,0.07244036
GRP01,A_HN,-0.222758,0.167653,-0.1118212,-0.2527755,0.05015335,0.17857061,-1.6001827,0.10333458
GRP01,B_HN,-0.254197,0.309435,-0.1037294,-0.1921897,-0.0010312,0.13490883,-0.3948754,0.04296843
GRP01,C_LN,-0.114065,-0.453523,-0.0207883,-0.2527755,0.08044623,-1.4528797,1.66076633,0.07911527
GRP01,F_HN,-0.110287,0.510424,-0.009197,-0.0912134,0.07034861,-0.0105664,-0.5392849,0.03745717
GRP01,G_HP,0.131733,0.486663,-0.0886732,-0.2022874,0.02995809,-0.0862692,-1.3096957,0.06865128
GRP01,H_HP,0.149076,0.546299,-0.1053749,-0.4763021,0.02995809,-1.3247677,2.03740938,0.09386149
GRP01,J_Ne,0.05163,-0.444379,-0.0834915,-0.2224826,0.02995809,-0.2572295,-0.8997273,0.06329968
GRP01,K_Ne,0.036944,-0.508861,-0.2012955,-0.5758996,-0.0710182,-2.1840183,3.97799735,0.11410236
GRP01,M_LN,-0.152131,-0.281923,-0.0350473,-0.1921897,0.08044623,-0.4920567,-0.2999459,0.06525966
GRP01,N_LN,-0.176264,-0.194228,-0.0561988,-0.1389115,0.02995809,0.07358064,-0.6555622,0.03756723
GRP01,O_LN,-0.129312,-0.439845,-0.1377752,-0.6263878,0.01986046,-2.0599948,3.50749135,0.14481171
GRP01,P_HP,0.130936,0.537194,-0.0667923,-0.2224826,0.0489927,-0.7504711,-0.3573629,0.07062222
GRP01,Q_HP,0.155482,0.531683,-0.0509302,-0.1820921,0.04005572,-0.7746899,-0.0385033,0.05228867
GRP01,U_Ne,0.08273,-0.385915,-0.0829154,-0.131604,-0.02053,0.28553014,-0.9612925,0.02842214
GRP01,V_Ne,0.056531,-0.41374,-0.0665847,-0.1417016,0.01986046,-0.1699151,-0.7875346,0.04009683
GRP01,W_HN,-0.213297,0.147253,-0.0716059,-0.2022874,0.00976284,-0.9361465,0.43345819,0.04746968
GRP02,A1_LP,0.23974,-0.165036,0.02011345,-0.1245865,0.16390202,-0.1441233,-1.1794415,0.07883031
GRP02,A2_LP,0.286301,-0.051951,0.01820866,-0.164378,0.1738499,-0.1450989,-1.1500408,0.09689708
GRP02,A3_LP,0.203946,0.210554,0.04674994,-0.0861831,0.10421474,-0.7074997,0.16004385,0.03778561
GRP02,A4_LP,0.289559,-0.057273,0.01054137,-0.1245865,0.13405838,0.36495654,0.01076124,0.05370409
GRP02,A_HN,-0.393448,0.093565,0.05696625,-0.0947429,0.16390202,-0.1209859,-1.344298,0.07337877
GRP02,B_HN,-0.448978,0.172692,0.01424923,-0.1245865,0.09426686,-1.1747508,0.8734708,0.05018902
GRP02,C_LN,-0.201469,-0.253105,0.0535064,-0.1046908,0.15395414,-0.5565705,0.22133978,0.05349509
GRP02,F_HN,-0.194795,0.28486,-0.0048184,-0.1345344,0.0999006,-0.439206,0.2136829,0.04882362
GRP02,G_HP,0.232675,0.2716,0.01832229,-0.0947429,0.07437109,-1.1207751,0.62268633,0.03721481
GRP02,H_HP,0.263307,0.304882,0.05907939,-0.0947429,0.11416262,-1.6596282,1.49583926,0.05691316
GRP02,J_Ne,0.091193,-0.248002,-0.0022561,-0.1345344,0.07437109,-0.5237563,-0.2140465,0.0492338
GRP02,K_Ne,0.065253,-0.283988,-0.0745752,-0.1743259,-0.0225463,-0.6993691,-0.5583509,0.04067233
GRP02,M_LN,-0.268703,-0.157337,0.00256155,-0.1444823,0.07437109,-1.5445773,2.45511363,0.04437054
GRP02,N_LN,-0.311328,-0.108396,0.0199285,-0.164378,0.08431898,-1.6706422,1.99431394,0.06099165
GRP02,O_LN,-0.228399,-0.245472,0.0869011,-0.1146386,0.16390202,-1.3770895,0.77057751,0.0663133
GRP02,P_HP,0.231267,0.2998,0.0636246,-0.1146386,0.14400626,-1.0167392,1.51022119,0.04713928
GRP02,Q_HP,0.274621,0.296725,-0.0507274,-0.2041696,0.06442321,-0.2821227,-1.0064298,0.07485924
GRP02,U_Ne,0.146122,-0.215374,-0.023609,-0.1942217,0.06442321,-0.1704681,-1.4292006,0.06816637
GRP02,V_Ne,0.099848,-0.230902,0.01283158,-0.0549514,0.07437109,-0.1650873,-0.4050177,0.03017071
GRP02,W_HN,-0.376738,0.08218,0.03454623,-0.1345344,0.13405838,-0.6986236,0.43401736,0.05722959
GRP03,A1_LP,0.267236,-0.169425,0.09290749,-0.2032575,0.36310168,-0.5212914,0.30508129,0.10745092
GRP03,A2_LP,0.319137,-0.053333,0.044982,-0.1360623,0.33430376,0.33356377,-0.5373696,0.10429339
GRP03,A3_LP,0.227336,0.216153,0.10754333,-0.0688672,0.2575093,0.00512472,-0.7295149,0.07745386
GRP03,A4_LP,0.322769,-0.058796,0.02589212,-0.1648602,0.22871137,0.30143381,-0.6680902,0.08494821
GRP03,A_HN,-0.438574,0.096053,0.05653017,-0.1552609,0.27670791,-0.4193862,-0.3831422,0.09553423
GRP03,B_HN,-0.500471,0.177284,0.09381824,-0.2128568,0.2575093,-0.5801087,-0.6751314,0.10978011
GRP03,C_LN,-0.224576,-0.259836,0.09034255,-0.126463,0.27670791,0.01779238,-0.6401167,0.08740569
GRP03,F_HN,-0.217136,0.292436,0.15223442,-0.0400692,0.30550583,-0.03106,-0.972454,0.07772327
GRP03,G_HP,0.25936,0.278823,0.01830369,-0.2320554,0.2575093,-0.3250212,-0.8642586,0.12221025
GRP03,H_HP,0.293506,0.31299,0.01773631,-0.2608533,0.34390307,0.05918105,-0.1027476,0.12759433
GRP03,J_Ne,0.101652,-0.254597,-0.0217046,-0.251254,0.2575093,0.02845894,-1.3015422,0.14003348
GRP03,K_Ne,0.072737,-0.29154,0.08941367,-0.0688672,0.24790999,0.12598,-1.0062206,0.07363937
GRP03,M_LN,-0.299521,-0.161521,0.02474878,-0.2416547,0.27670791,-0.2442569,0.45091059,0.093418
GRP03,N_LN,-0.347035,-0.111278,0.09336659,-0.1360623,0.2671086,-0.481883,0.32279864,0.07519913
GRP03,O_LN,-0.254595,-0.251999,0.04076058,-0.2800519,0.24790999,-0.6331299,0.55336566,0.1016441
GRP03,P_HP,0.257791,0.307773,0.07934396,-0.1648602,0.37270099,-0.4209692,0.64204945,0.09636073
GRP03,Q_HP,0.306118,0.304616,0.08286483,-0.1840589,0.30550583,-0.4364907,-0.7645822,0.1245236
GRP03,U_Ne,0.162881,-0.221101,0.08804418,-0.0400692,0.22871137,-0.0587257,-0.8304936,0.06115518
GRP03,V_Ne,0.1113,-0.237043,0.08549354,-0.0400692,0.27670791,0.28780405,-0.6327673,0.06729992
GRP03,W_HN,-0.419946,0.084366,0.08735325,-0.0880658,0.24790999,0.13419189,-0.4127976,0.06842879
GRP04,A1_LP,0.276432,-0.168366,0.00016247,-0.1794341,0.16011039,-0.2196168,-0.7969285,0.08993416
GRP04,A2_LP,0.330119,-0.052999,0.07047252,-0.0756844,0.16011039,-0.8329587,-0.1082906,0.05971425
GRP04,A3_LP,0.235159,0.214802,-0.0207132,-0.1134116,0.10351964,0.3736475,-0.8138514,0.05208702
GRP04,A4_LP,0.333876,-0.058429,0.01302697,-0.1322752,0.13181502,-0.3585548,-0.9220445,0.06821801
GRP04,A_HN,-0.453666,0.095452,-0.0282895,-0.3020474,0.2638601,0.45445175,-0.5777232,0.15128891
GRP04,B_HN,-0.517693,0.176175,0.02727204,-0.0851162,0.16011039,0.14444973,-0.7931946,0.05908274
GRP04,C_LN,-0.232304,-0.258211,-0.1123016,-0.3020474,0.05636068,-0.1077833,0.02736325,0.07596208
GRP04,F_HN,-0.224608,0.290607,-0.0870473,-0.3020474,0.10351964,-0.0843977,-1.4411553,0.13150158
GRP04,G_HP,0.268285,0.277079,0.03618547,-0.2643202,0.19783756,-1.1148702,0.34465233,0.11967352
GRP04,H_HP,0.303606,0.311033,0.03079445,-0.094548,0.12238323,-0.2584239,-0.6351068,0.05142092
GRP04,J_Ne,0.10515,-0.253005,-0.0577898,-0.1511387,0.07522427,0.38676663,-0.7873201,0.05770349
GRP04,K_Ne,0.07524,-0.289717,-0.0499545,-0.2831838,0.11295143,-0.4108609,-1.0255419,0.11919557
GRP04,M_LN,-0.309828,-0.160512,-0.035898,-0.2831838,0.20508365,-0.0333524,-0.7394528,0.11770373
GRP04,N_LN,-0.358977,-0.110583,0.02063746,-0.1322752,0.16011039,-0.1502368,-0.9997855,0.07590447
GRP04,O_LN,-0.263356,-0.250424,-0.0563562,-0.320911,0.17897398,0.05922124,-0.5780042,0.12551636
GRP04,P_HP,0.266662,0.305849,-0.0415335,-0.3114792,0.16954218,-0.3327325,-1.3542255,0.14616299
GRP04,Q_HP,0.316652,0.302711,-0.0187157,-0.2077295,0.24499652,0.53299831,-0.9049606,0.13299208
GRP04,U_Ne,0.168486,-0.219719,-0.0276317,-0.1888659,0.12238323,-0.0364347,-0.9994302,0.07750234
GRP04,V_Ne,0.11513,-0.235561,-0.0023049,-0.1417069,0.09408785,-0.8977161,0.5105477,0.05284667
GRP04,W_HN,-0.434397,0.083838,-0.045774,-0.3020474,0.1506786,-0.4491463,-0.6079928,0.1182244
GRP05,A1_LP,0.025197,-0.245171,-0.1346602,-0.2023244,-0.0782415,-0.2823775,-0.4483296,0.02940657
GRP05,A2_LP,0.030091,-0.077177,-0.0158205,-0.149146,0.08129365,-0.7602156,0.64334328,0.04905582
GRP05,A3_LP,0.021435,0.31279,-0.0432764,-0.1225568,0.07243059,0.47268047,-0.1681816,0.03985821
GRP05,A4_LP,0.030433,-0.085082,-0.0527477,-0.1136937,0.01925221,0.38853609,-0.0266562,0.02966649
GRP05,A_HN,-0.041352,0.138996,-0.1417182,-0.6543406,0.02811527,-1.7000751,2.15340826,0.15298067
GRP05,B_HN,-0.047188,0.256543,-0.0697769,-0.1845982,0.08129365,0.06261408,-1.2027482,0.07382336
GRP05,C_LN,-0.021175,-0.376002,-0.0895498,-0.2200505,0.01038915,-0.7438629,0.33770639,0.04740275
GRP05,F_HN,-0.020473,0.423176,-0.0089946,-0.0871045,0.05470446,-0.041254,-0.7152459,0.03176034
GRP05,G_HP,0.024455,0.403477,-0.0931234,-0.2111874,0.05470446,0.23154704,-0.5994967,0.06094208
GRP05,H_HP,0.027674,0.45292,-0.067394,-0.134548,0.00152609,0.10695502,-0.7664986,0.02976596
GRP05,J_Ne,0.009585,-0.36842,-0.1091195,-0.2377766,-0.007337,-0.5523025,0.18178224,0.04854233
GRP05,K_Ne,0.006858,-0.42188,-0.075735,-0.1668721,0.00152609,-0.4323007,0.11950293,0.03609176
GRP05,M_LN,-0.028241,-0.233734,-0.0917306,-0.1845982,0.08129365,1.14485435,1.96699652,0.05100888
GRP05,N_LN,-0.032721,-0.161028,-0.0424376,-0.1136937,0.10788284,1.10701751,1.94267529,0.04054693
GRP05,O_LN,-0.024005,-0.364662,-0.0824109,-0.1845982,0.03697834,-0.0756736,-0.7659311,0.04820495
GRP05,P_HP,0.024307,0.44537,-0.0709457,-0.2289135,0.05470446,-0.4066283,-0.0625149,0.06283738
GRP05,Q_HP,0.028863,0.440802,-0.0090016,-0.1225568,0.07243059,-0.4655121,0.12116357,0.04375079
GRP05,U_Ne,0.015358,-0.31995,-0.0908918,-0.1934613,0.09901978,1.01806744,0.49979949,0.07001328
GRP05,V_Ne,0.010494,-0.343019,-0.0440992,-0.1048307,0.07243059,0.32067376,-0.7334647,0.04000864
GRP05,W_HN,-0.039596,0.122083,-0.0333449,-0.1402829,0.05470446,-0.1111269,-1.0373561,0.05118612
GRP06,A1_LP,0.059222,-0.21233,-0.1792106,-0.3836075,0.08469775,0.08472836,-1.3707792,0.12728227
GRP06,A2_LP,0.070724,-0.066839,-0.1142249,-0.4108013,0.17839742,0.06880451,-1.6774362,0.21339847
GRP06,A3_LP,0.05038,0.270891,0.0181861,-0.1569926,0.19652661,0.00210054,-1.0957386,0.09541376
GRP06,A4_LP,0.071529,-0.073686,-0.063697,-0.2567032,0.12400985,0.16974239,-0.4307561,0.08603892
GRP06,A_HN,-0.097192,0.120377,-0.0635522,-0.2204448,0.16933282,0.66789247,-0.0362384,0.07941913
GRP06,B_HN,-0.11091,0.222179,-0.0454429,-0.283897,0.12400985,-0.7163496,-0.3221814,0.10967082
GRP06,C_LN,-0.049768,-0.325636,-0.0248753,-0.2657678,0.19652661,-0.2649407,-0.878154,0.11095858
GRP06,F_HN,-0.04812,0.366492,-0.0027161,-0.2476386,0.17839742,-0.5894382,-0.9445291,0.11340125
GRP06,G_HP,0.057477,0.349431,-0.014991,-0.1207342,0.06055768,-0.0617865,-0.6145876,0.04266429
GRP06,H_HP,0.065044,0.392251,-0.1209892,-0.3201553,0.0152347,-0.5094081,-1.0409935,0.09435786
GRP06,J_Ne,0.022527,-0.31907,-0.1660038,-0.2929615,-0.0210237,0.2738911,-1.0137107,0.07395348
GRP06,K_Ne,0.016119,-0.365369,-0.1941348,-0.3564137,0.06962227,0.74916746,-0.4533682,0.11627025
GRP06,M_LN,-0.066377,-0.202425,-0.1778451,-0.6011578,0.13307444,-0.0688819,-1.030431,0.18034463
GRP06,N_LN,-0.076906,-0.139458,-0.0658969,-0.238574,0.07868687,-0.0429913,0.21942011,0.06732586
GRP06,O_LN,-0.056421,-0.315815,-0.0673573,-0.3201553,0.12400985,-0.3300238,-0.7875748,0.11906383
GRP06,P_HP,0.057129,0.385713,0.04653147,-0.2929615,0.25997878,-0.9304377,1.26065339,0.10482422
GRP06,Q_HP,0.067839,0.381756,-0.1188401,-0.3473491,0.16026823,0.11184543,-1.5749887,0.17208225
GRP06,U_Ne,0.036096,-0.277093,-0.1085041,-0.3201553,0.08775146,-0.0099534,-0.7952736,0.10786513
GRP06,V_Ne,0.024665,-0.297071,-0.0073556,-0.238574,0.12400985,-1.0780909,1.05778651,0.08010793
GRP06,W_HN,-0.093064,0.10573,-0.0858354,-0.3201553,0.07868687,-0.5542187,-0.7969396,0.1050045
GRP07,A1_LP,0.163689,-0.285806,0.06828726,-0.0946586,0.21613029,-0.0381949,-0.670677,0.06862367
GRP07,A2_LP,0.19548,-0.089968,0.07288384,-7.07E-05,0.1485675,0.17699321,-0.7241262,0.03500714
GRP07,A3_LP,0.139249,0.364632,0.08398364,-0.0175029,0.27018053,0.89799504,1.06924814,0.04906425
GRP07,A4_LP,0.197705,-0.099184,0.10844353,-0.0135832,0.3107182,0.9156586,1.26066331,0.0588169
GRP07,A_HN,-0.268638,0.162033,0.03765224,-0.0270958,0.1485675,0.72554138,0.28715146,0.0358632
GRP07,B_HN,-0.306552,0.299063,0.06175525,-0.0541209,0.17559261,0.25723659,0.12586934,0.04136579
GRP07,C_LN,-0.137558,-0.438321,0.07694715,-0.0676334,0.39179355,2.35699258,8.86302407,0.0563974
GRP07,F_HN,-0.133002,0.493314,0.06590433,-0.081146,0.27018053,0.21613868,-0.2392408,0.07498257
GRP07,G_HP,0.158865,0.47035,0.10285537,-7.07E-05,0.27018053,0.63301615,0.65615591,0.04848206
GRP07,H_HP,0.17978,0.527987,0.07939329,-0.0676334,0.47286891,1.59478101,3.29624595,0.08956625
GRP07,J_Ne,0.062264,-0.429483,0.02667891,-0.0676334,0.17559261,0.17875384,0.48855924,0.04183695
GRP07,K_Ne,0.044553,-0.491803,0.02741125,-0.0541209,0.10802982,-0.1302917,-0.3739244,0.03374856
GRP07,M_LN,-0.183465,-0.272473,0.04931724,-0.0541209,0.12154238,-0.3974623,0.26869753,0.03507669
GRP07,N_LN,-0.212568,-0.187717,0.10577502,-0.0270958,0.45935635,1.63960812,3.18324486,0.08459904
GRP07,O_LN,-0.155946,-0.425101,0.00516916,-0.1081711,0.10802982,-0.2786747,0.30053387,0.03777802
GRP07,P_HP,0.157904,0.519186,0.12705853,-0.0406083,0.47286891,1.07322872,1.61436855,0.09591055
GRP07,Q_HP,0.187505,0.513861,0.03879799,-0.0541209,0.25666797,1.11346745,0.91884686,0.0663415
GRP07,U_Ne,0.099769,-0.372979,0.03643474,-0.0946586,0.1485675,-0.4710701,-0.2288838,0.05191659
GRP07,V_Ne,0.068174,-0.399871,0.11374919,0.02695447,0.33774332,1.56231554,2.67177245,0.05803073
GRP07,W_HN,-0.257228,0.142317,0.08847485,0.01344191,0.25666797,0.58285236,0.19353892,0.04343748
GRP08,A1_LP,0.311744,-0.14173,-0.0176836,-0.1818385,0.26174298,0.92234162,-0.2730702,0.10967307
GRP08,A2_LP,0.37229,-0.044615,0.08715313,-0.1621238,0.37017402,-0.1100048,-1.010176,0.13312189
GRP08,A3_LP,0.2652,0.180819,0.12277704,-0.1325517,0.38003139,-0.3822438,-0.3387027,0.11391432
GRP08,A4_LP,0.376527,-0.049185,-0.0213453,-0.1522664,0.38003139,1.57555481,1.65915718,0.11789376
GRP08,A_HN,-0.511619,0.080352,0.17464454,-0.1325517,0.38988876,-0.9730778,-0.2336034,0.13006422
GRP08,B_HN,-0.583826,0.148304,0.0894001,-0.1325517,0.39974612,0.21968916,-0.6011586,0.12019048
GRP08,C_LN,-0.261979,-0.217362,0.1216456,-0.2705548,0.39974612,-0.0469527,-1.0307965,0.15397108
GRP08,F_HN,-0.253301,0.244633,0.03249383,-0.1522664,0.30117245,0.40836033,-0.8938224,0.12013498
GRP08,G_HP,0.302558,0.233245,0.12820041,-0.1522664,0.40960349,0.10132618,-1.4183346,0.17470476
GRP08,H_HP,0.34239,0.261827,0.17562705,-0.1325517,0.36031665,-0.637325,-1.1235712,0.1482512
GRP08,J_Ne,0.118582,-0.212979,0.06457943,-0.2015533,0.36031665,-0.2066732,-0.6550143,0.12061597
GRP08,K_Ne,0.084852,-0.243883,-0.0278967,-0.2015533,0.33074455,0.97154912,0.18847739,0.12880847
GRP08,M_LN,-0.349407,-0.135118,0.16836734,-0.112837,0.35045929,-0.9953616,-0.1166557,0.11810467
GRP08,N_LN,-0.404834,-0.093088,-0.0062312,-0.1522664,0.35045929,1.29425016,0.82916205,0.10962866
GRP08,O_LN,-0.296998,-0.210806,0.10202339,-0.3395564,0.40960349,-0.4181295,-0.8669525,0.17135603
GRP08,P_HP,0.300727,0.257463,0.25217806,-0.2015533,0.46874769,-1.6939049,2.00013485,0.1602591
GRP08,Q_HP,0.357103,0.254822,0.18033255,-0.069057,0.38988876,-0.4871148,-0.3441093,0.10304568
GRP08,U_Ne,0.19001,-0.184959,0.1041688,-0.2015533,0.34060192,-0.5327766,-0.9315643,0.14735399
GRP08,V_Ne,0.129837,-0.198295,0.10145368,-0.1818385,0.36031665,-0.3416499,-0.8203667,0.14008518
GRP08,W_HN,-0.489889,0.070575,0.05577014,-0.1325517,0.39974612,0.57053268,-0.9452842,0.14314336
GRP09,A1_LP,0.446834,-0.138854,0.07592059,-0.1277201,0.21750961,-0.5788199,-0.3299149,0.08844855
GRP09,A2_LP,0.533615,-0.04371,0.07471219,-0.1135676,0.21750961,-0.2243531,-1.0617772,0.09261428
GRP09,A3_LP,0.38012,0.177151,0.0675711,-0.2417265,0.19614979,-1.6754041,2.24921625,0.09840674
