Participant,Stimulus_Name,Valence,Arousal,Heart rate mean normalize,Heart rate min normalize,Heart rate max normalize,Heart rate  skew normalize,Heart rate kurtosis normalize,Heart rate std normalize
group33_v5_10,A1_LP,0.212979,-0.176462,-0.06291655181959650,-0.2652313473733660,0.18379394034291100,0.3845102477712300,-0.5209400181844700,0.10825393145368800
group33_v5_10,A2_LP,0.254343,-0.055548,-0.05430821782380100,-0.23801769357237900,0.18379394034291100,0.11372877698591100,-0.6519940730549710,0.1055776261353370
group33_v5_10,A3_LP,0.181181,0.225131,-0.09828389378032620,-0.31965865497533900,0.8641352853675720,2.4471695579068300,5.22230619136729,0.285831146629597
group33_v5_10,A4_LP,0.257238,-0.061238,-0.10864091950485400,-0.2924450011743520,0.18379394034291100,0.50425504604029,-0.4565602354432570,0.11797765572911200
group33_v5_10,A_HN,-0.349531,0.100043,-0.08778168001882680,-0.31965865497533900,0.23822124794488400,0.36664103432900300,-0.6808089755772740,0.14420411305606800
group33_v5_10,B_HN,-0.398862,0.184648,-0.07728485836111030,-0.224410866671886,0.14297345964143100,0.2596130284442770,-0.7438565434685910,0.09197882416428980
group33_v5_10,C_LN,-0.17898,-0.270629,-0.12212572953114600,-0.2652313473733660,0.18379394034291100,1.0260389842632600,0.4561471080232470,0.10484814605633800
group33_v5_10,F_HN,-0.173052,0.304583,0.10233458738515800,-0.07473577076646050,0.2790417286463630,0.08825072245441420,-1.4775301121670400,0.11785229786197200
group33_v5_10,G_HP,0.206703,0.290404,0.08063770914269310,-0.1155562514679400,0.30625538244735000,0.05834862982941620,-0.7935060763388050,0.11101025879261300
group33_v5_10,H_HP,0.233916,0.32599,0.04988116319137620,-0.1699835590699130,0.30625538244735000,0.2171186414921830,-0.8375845373304860,0.12306010284124600
group33_v5_10,J_Ne,0.081014,-0.265172,0.035458093152575700,-0.23801769357237900,0.34707586314883000,0.09822981878542190,-1.1426841500627600,0.14999809530690100
group33_v5_10,K_Ne,0.057969,-0.30365,0.024208547658812800,-0.19719721287090000,0.30625538244735000,0.17116141005139900,-0.42192039838816900,0.13010130025753200
group33_v5_10,M_LN,-0.23871,-0.16823,-0.034248643624581600,-0.19719721287090000,0.14297345964143100,-0.16352306178448800,-0.3934969162277850,0.07060802924387570
group33_v5_10,N_LN,-0.276577,-0.1159,-0.07000134058464510,-0.23801769357237900,0.25182807484537700,0.7173761463278770,-0.4353419862990480,0.12097752960330300
group33_v5_10,O_LN,-0.202905,-0.262467,0.16907025498194600,-0.08834259766695370,0.34707586314883000,-0.3558168153060500,-0.5177850923639180,0.10503320125703500
group33_v5_10,P_HP,0.205452,0.320557,-0.05766380100167690,-0.23801769357237900,0.23822124794488400,0.4931027682768480,-0.47482784236486200,0.12713993320809500
group33_v5_10,Q_HP,0.243967,0.317269,0.024711241240919000,-0.224410866671886,0.21100759414389700,-0.26492701378274500,-0.8478171413167530,0.11606458203614900
group33_v5_10,U_Ne,0.129812,-0.230285,-0.00043184483695950000,-0.18359038597040600,0.23822124794488400,0.21433436113039900,-0.9070369014860660,0.11426550713887100
group33_v5_10,V_Ne,0.088703,-0.246889,-0.013828438837607000,-0.23801769357237900,0.23822124794488400,0.18051655869014200,-0.6466195396796680,0.12035198579508400
group33_v5_10,W_HN,-0.334685,0.08787,-0.09984824030940590,-0.2652313473733660,0.18379394034291100,0.6676584344125140,0.2914806780690620,0.10705876007170800
group33_v5_11,A1_LP,0.165528,-0.290194,0.0043770325588310000,-0.07485904951529380,0.14197086075455900,0.325211084740348,0.21561161565513400,0.04756484502232920
group33_v5_11,A2_LP,0.197676,-0.09135,0.06053184681381440,-0.03149306746132320,0.1564261881058830,0.2494597705416500,0.3501433840968940,0.0410999008855469
group33_v5_11,A3_LP,0.140814,0.370231,-0.013041693545347900,-0.0893143768666173,0.09860487870058870,0.48785986928938600,-0.45899747432285000,0.04721360639700010
group33_v5_11,A4_LP,0.199926,-0.100707,0.08454239484049340,-0.06040372216397020,0.2576134795651480,0.3023814246625160,-0.6439922424390860,0.08623001974505960
group33_v5_11,A_HN,-0.271656,0.164521,0.055471194747998800,-0.03149306746132320,0.21424749751117700,0.6381754691077250,0.2080250863317860,0.05569617575209820
group33_v5_11,B_HN,-0.309996,0.303655,0.12810525116663800,0.01187291459264740,0.1997921701598530,-0.5673361877071490,-0.378169142783479,0.04486805607527040
group33_v5_11,C_LN,-0.139104,-0.445052,0.12372552189197900,0.01187291459264740,0.2865241342677950,0.4316909465609840,0.02468968399229430,0.05774539773081030
group33_v5_11,F_HN,-0.134496,0.500889,0.08681107063640690,-0.06040372216397020,0.3154347889704420,0.20189252484525000,-1.153870637219100,0.11023167549798700
group33_v5_11,G_HP,0.16065,0.477573,0.05332755850231150,-0.07485904951529380,0.1708815154572060,-0.26388220233553500,-0.6442657427516090,0.05877719737966450
group33_v5_11,H_HP,0.1818,0.536095,0.09194204248198380,-0.01703774010999960,0.1997921701598530,0.1884293899303450,-0.36073794139594100,0.046820357382611600
group33_v5_11,J_Ne,0.062964,-0.436078,0.00924380518117695,-0.06040372216397020,0.1997921701598530,1.264629980740210,1.156249066527000,0.06256938840131160
group33_v5_11,K_Ne,0.045054,-0.499355,0.14508969522583300,0.055238896646618000,0.2576134795651480,0.27929611542893400,-1.1920034846255200,0.06398849927199970
group33_v5_11,M_LN,-0.185526,-0.276657,0.03029607189236750,-0.06040372216397020,0.1564261881058830,0.44638873939006900,-0.2349106441905900,0.05099703459168920
group33_v5_11,N_LN,-0.214956,-0.1906,0.04138237393671040,-0.03149306746132320,0.1708815154572060,1.1490627064025400,1.3102301135538700,0.04473666774108360
group33_v5_11,O_LN,-0.157698,-0.431629,0.09121907788484870,-0.03149306746132320,0.22870282486250000,-0.0847291064037841,-0.4040624359761900,0.05554907186511970
group33_v5_11,P_HP,0.159678,0.527159,0.031081044985287000,-0.06040372216397020,0.1564261881058830,0.4711360214215020,-0.22137013229373000,0.05225305413627170
group33_v5_11,Q_HP,0.189612,0.521752,0.03360115564833640,-0.06040372216397020,0.11306020605191200,-0.2730886445249100,-1.0411967296675000,0.04864975143486200
group33_v5_11,U_Ne,0.10089,-0.378706,0.08135552132592720,-0.045948394812646700,0.30097946161911800,1.0675397289879400,0.8429897798005860,0.0798512047221358
group33_v5_11,V_Ne,0.06894,-0.406011,0.03602005434241350,-0.07485904951529380,0.1708815154572060,-0.006989968283881120,-0.3077781757765360,0.04748440313914050
group33_v5_11,W_HN,-0.260118,0.144503,0.12946529051555500,0.026328241943971000,0.22870282486250000,-0.01799333592345590,-0.013189733254714000,0.03876866082700810
group33_v5_12,A1_LP,0.175184,-0.207184,-0.02459551628249790,-0.22844945123954800,0.20642449442543400,0.21041772281068100,0.03724885691678150,0.0920720698766227
group33_v5_12,A2_LP,0.209207,-0.065219,0.03319758058527700,-0.13025210867003600,0.3467064123818790,0.9383891928784250,0.9278061188709670,0.10385215033887400
group33_v5_12,A3_LP,0.149028,0.264327,-0.04429408177471150,-0.21442125944390400,0.20642449442543400,0.7308864921999910,-0.12381621272450200,0.10623345357021700
group33_v5_12,A4_LP,0.211588,-0.0719,0.04147435784529070,-0.15830849226132500,0.30462183699494600,0.4359187484706450,-0.7995113380782840,0.13314246975349800
group33_v5_12,A_HN,-0.287503,0.11746,-0.0035609373701364000,-0.20039306764825900,0.30462183699494600,0.632128561233195,-1.028340373108090,0.16322398564526800
group33_v5_12,B_HN,-0.328079,0.216795,0.04468030709878550,-0.17233668405697,0.290593645199301,0.26516094072524600,-1.154439860631470,0.12564162008088500
group33_v5_12,C_LN,-0.147218,-0.317745,-0.03836597737696840,-0.22844945123954800,0.2765654534036560,0.9056761300626180,0.5757715264347400,0.10739618507918000
group33_v5_12,F_HN,-0.142342,0.35761,-0.022329458685114900,-0.21442125944390400,0.1783681108341440,-0.11968589971778000,-0.9359809570890240,0.10962332167679600
group33_v5_12,G_HP,0.170021,0.340963,0.01567376272445130,-0.13025210867003600,0.3186500287905900,1.1775280390058500,2.281140175312770,0.08741475891385090
group33_v5_12,H_HP,0.192405,0.382745,-0.026929694824440400,-0.08816753328310260,0.05211438467334320,0.21720235298307700,-0.5869513640567950,0.03444871102624210
group33_v5_12,J_Ne,0.066637,-0.311338,0.04587439650650650,-0.21442125944390400,0.3607346041775240,-0.0972984128123827,0.007802026241670920,0.11414401265422600
group33_v5_12,K_Ne,0.047682,-0.356515,-0.06508128568472990,-0.21442125944390400,0.20642449442543400,0.8775758846525210,0.7145620343498580,0.0993258365188052
group33_v5_12,M_LN,-0.196348,-0.197519,-0.013022369470641000,-0.17233668405697,0.19239630262978900,0.19642108686929900,-0.8888834006012060,0.09803586737055800
group33_v5_12,N_LN,-0.227495,-0.136079,-0.004035431399462340,-0.15830849226132500,0.24850906981236700,1.2469415735430400,0.8833583628496220,0.09383103659510530
group33_v5_12,O_LN,-0.166897,-0.308162,-0.06796936622149480,-0.21442125944390400,0.024058001082054100,-0.521095392233452,0.43520570035943200,0.045363829538637000
group33_v5_12,P_HP,0.168993,0.376365,-0.0947676703652005,-0.21442125944390400,0.05211438467334320,0.1711056519067220,-0.9872158307409450,0.06914769421008100
group33_v5_12,Q_HP,0.200673,0.372505,-0.01750188211127000,-0.18636487585261500,0.08017076826463240,-0.657016456487618,-0.29791293052477500,0.07583060976139960
group33_v5_12,U_Ne,0.106775,-0.270377,-0.025364007222535500,-0.21442125944390400,0.19239630262978900,0.5236066391312690,0.05395512233239420,0.09543814974082300
group33_v5_12,V_Ne,0.072961,-0.289872,0.11367414580626200,-0.10219572507874700,0.30462183699494600,-0.10915386479636700,-0.23460828882534000,0.09474399083342840
group33_v5_12,W_HN,-0.275292,0.103168,-0.04799571534241950,-0.17233668405697,0.290593645199301,1.7600765395985600,3.3138777538084500,0.09839028684049540
group33_v5_13,A1_LP,0.181805,-0.229734,0.06655221277561480,-0.25577718116383600,0.2868852909041990,-0.5905545731830280,-0.7922951348911200,0.157003419100789
group33_v5_13,A2_LP,0.217114,-0.072318,0.06124099915751000,-0.2712818232229230,0.34890385914054600,-0.19634855080642200,-1.2424342143982100,0.19380272832808000
group33_v5_13,A3_LP,0.154661,0.293095,0.017504204457259300,-0.2712818232229230,0.27138064884511300,0.43815293565975800,0.5231206358536250,0.10364062561545500
group33_v5_13,A4_LP,0.219585,-0.079725,0.05040315317041100,-0.17825397086840300,0.2558760067860260,0.1393335158471370,-1.0117563044245800,0.11680769446170700
group33_v5_13,A_HN,-0.298369,0.130244,0.04137543803425550,-0.16274932880931600,0.1628481544315060,-0.7790581828998180,-0.13312176811075300,0.08943662471901330
group33_v5_13,B_HN,-0.340479,0.24039,-0.027460721677499700,-0.19375861292749000,0.2093620806087660,0.4272375484810280,-0.32764631002568700,0.10144776561268500
group33_v5_13,C_LN,-0.152783,-0.352328,0.04678444915941420,-0.20926325498657600,0.2558760067860260,-0.36342150175819300,0.3701913101761580,0.08928220675732030
group33_v5_13,F_HN,-0.147721,0.396532,0.00945023676682669,-0.24027253910475000,0.22486672266785200,-0.07366659835439260,-1.238651953036700,0.14044942195589300
group33_v5_13,G_HP,0.176447,0.378073,-0.06240048378412710,-0.24027253910475000,0.22176579425603500,0.6264994718251960,-0.07164807845679460,0.1081164410857890
